,week,position,song,artist
41377,5/6/2017,17,Sign Of The Times,Harry Styles
41378,5/6/2017,18,Passionfruit,Drake
41379,5/6/2017,19,Love On The Brain,Rihanna
41380,5/6/2017,20,Bad And Boujee,Migos
41381,5/6/2017,21,Portland,Drake
41382,5/6/2017,22,Tunnel Vision,Kodak Black
41383,5/6/2017,23,The Heart Part 4,Kendrick Lamar
41384,5/6/2017,24,I Feel It Coming,Weeknd
41385,5/6/2017,25,Yah,Kendrick Lamar
41386,5/6/2017,26,Bounce Back,Big Sean
41387,5/6/2017,27,24K Magic,Bruno Mars
41388,5/6/2017,28,4 Your Eyez Only,J. Cole
41389,5/6/2017,29,Feel,Kendrick Lamar
41390,5/6/2017,30,Free Smoke,Drake
41391,5/6/2017,31,Paris,Chainsmokers
41392,5/6/2017,32,Pride,Kendrick Lamar
41393,5/6/2017,33,The Cure,Lady Gaga
41394,5/6/2017,34,Selfish,Future
41395,5/6/2017,35,The Fighter,Keith Urban
41396,5/6/2017,36,Issues,Julia Michaels
41397,5/6/2017,37,Teenage Fever,Drake
41398,5/6/2017,38,In Case You Didn't Know,Brett Young
41399,5/6/2017,39,Castle On The Hill,Ed Sheeran
41400,5/6/2017,40,Slide,"Calvin Harris, Frank Ocean"
41401,5/13/2017,1,That's What I Like,Bruno Mars
41402,5/13/2017,2,Shape Of You,Ed Sheeran
41403,5/13/2017,3,Humble.,Kendrick Lamar
41404,5/13/2017,4,Despacito,Luis Fonsi
41405,5/13/2017,5,Mask Off,Future
41406,5/13/2017,6,Something Just Like This,Chainsmokers
41407,5/13/2017,7,DNA,Kendrick Lamar
41408,5/13/2017,8,XO Tour Llif3,Lil Uzi Vert
41409,5/13/2017,9,Loyalty,Kendrick Lamar
41410,5/13/2017,10,iSpy,Kyle
41411,5/13/2017,11,Sign Of The Times,Harry Styles
41412,5/13/2017,12,Stay,Zedd
41413,5/13/2017,13,I Don't Wanna Live Forever,Zayn
41414,5/13/2017,14,Love On The Brain,Rihanna
41415,5/13/2017,15,Element,Kendrick Lamar
41416,5/13/2017,16,Chained To The Rhythm,Katy Perry
41417,5/13/2017,17,It Ain't Me,Kygo
41418,5/13/2017,18,Bad And Boujee,Migos
41419,5/13/2017,19,Love,Kendrick Lamar
41420,5/13/2017,20,Passionfruit,Drake
41421,5/13/2017,21,I Feel It Coming,Weeknd
41422,5/13/2017,22,Slide,"Calvin Harris, Frank Ocean"
41423,5/13/2017,23,24K Magic,Bruno Mars
41424,5/13/2017,24,Bounce Back,Big Sean
41425,5/13/2017,25,Portland,Drake
41426,5/13/2017,26,In Case You Didn't Know,Brett Young
41427,5/13/2017,27,The Heart Part 4,Kendrick Lamar
41428,5/13/2017,28,Paris,Chainsmokers
41429,5/13/2017,29,4 Your Eyez Only,J. Cole
41430,5/13/2017,30,Feel,Kendrick Lamar
41431,5/13/2017,31,Believer,Imagine Dragons
41432,5/13/2017,32,Can't Stop The Feeling!,Justin Timberlake
41433,5/13/2017,33,Issues,Julia Michaels
41434,5/13/2017,34,Free Smoke,Drake
41435,5/13/2017,35,Rolex,Ayo
41436,5/13/2017,36,Scars To Your Beautiful,Alessia Cara
41437,5/13/2017,37,Yah,Kendrick Lamar
41438,5/13/2017,38,Hurricane,Luke Combs
41439,5/13/2017,39,There's Nothing Holdin' Me Back,Shawn Mendes
41440,5/13/2017,40,Tunnel Vision,Kodak Black
41441,5/20/2017,1,I'm The One,DJ Khaled
41442,5/20/2017,2,That's What I Like,Bruno Mars
41443,5/20/2017,3,Despacito,Luis Fonsi
41444,5/20/2017,4,Humble.,Kendrick Lamar
41445,5/20/2017,5,Shape Of You,Ed Sheeran
41446,5/20/2017,6,Something Just Like This,Chainsmokers
41447,5/20/2017,7,XO Tour Llif3,Lil Uzi Vert
41448,5/20/2017,8,iSpy,Kyle
41449,5/20/2017,9,Mask Off,Future
41450,5/20/2017,10,DNA,Kendrick Lamar
41451,5/20/2017,11,Sign Of The Times,Harry Styles
41452,5/20/2017,12,Love On The Brain,Rihanna
41453,5/20/2017,13,It Ain't Me,Kygo
41454,5/20/2017,14,Chained To The Rhythm,Katy Perry
41455,5/20/2017,15,Stay,Zedd
41456,5/20/2017,16,Love,Kendrick Lamar
41457,5/20/2017,17,I Don't Wanna Live Forever,Zayn
41458,5/20/2017,18,Slide,"Calvin Harris, Frank Ocean"
41459,5/20/2017,19,Bad And Boujee,Migos
41460,5/20/2017,20,In Case You Didn't Know,Brett Young
41461,5/20/2017,21,24K Magic,Bruno Mars
41462,5/20/2017,22,Bounce Back,Big Sean
41463,5/20/2017,23,I Feel It Coming,Weeknd
41464,5/20/2017,24,Paris,Chainsmokers
41465,5/20/2017,25,Passionfruit,Drake
41466,5/20/2017,26,Portland,Drake
41467,5/20/2017,27,Believer,Imagine Dragons
41468,5/20/2017,28,Issues,Julia Michaels
41469,5/20/2017,29,Hurricane,Luke Combs
41470,5/20/2017,30,The Heart Part 4,Kendrick Lamar
41471,5/20/2017,31,4 Your Eyez Only,J. Cole
41472,5/20/2017,32,Now Or Never,Halsey
41473,5/20/2017,33,Free Smoke,Drake
41474,5/20/2017,34,Feel,Kendrick Lamar
41475,5/20/2017,35,Unforgettable,French Montana
41476,5/20/2017,36,Can't Stop The Feeling!,Justin Timberlake
41477,5/20/2017,37,Yah,Kendrick Lamar
41478,5/20/2017,38,Tunnel Vision,Kodak Black
41479,5/20/2017,39,There's Nothing Holdin' Me Back,Shawn Mendes
41480,5/20/2017,40,Scars To Your Beautiful,Alessia Cara
41481,5/27/2017,1,Despacito,Luis Fonsi
41482,5/27/2017,2,That's What I Like,Bruno Mars
41483,5/27/2017,3,I'm The One,DJ Khaled
41484,5/27/2017,4,Shape Of You,Ed Sheeran
41485,5/27/2017,5,Humble.,Kendrick Lamar
41486,5/27/2017,6,Mask Off,Future
41487,5/27/2017,7,XO Tour Llif3,Lil Uzi Vert
41488,5/27/2017,8,Something Just Like This,Chainsmokers
41489,5/27/2017,9,iSpy,Kyle
41490,5/27/2017,10,Sign Of The Times,Harry Styles
41491,5/27/2017,11,Chained To The Rhythm,Katy Perry
41492,5/27/2017,12,DNA,Kendrick Lamar
41493,5/27/2017,13,It Ain't Me,Kygo
41494,5/27/2017,14,Slide,"Calvin Harris, Frank Ocean"
41495,5/27/2017,15,Love On The Brain,Rihanna
41496,5/27/2017,16,Love,Kendrick Lamar
41497,5/27/2017,17,I Feel It Coming,Weeknd
41498,5/27/2017,18,Stay,Zedd
41499,5/27/2017,19,Bad And Boujee,Migos
41500,5/27/2017,20,24K Magic,Bruno Mars
41501,5/27/2017,21,I Don't Wanna Live Forever,Zayn
41502,5/27/2017,22,In Case You Didn't Know,Brett Young
41503,5/27/2017,23,Portland,Drake
41504,5/27/2017,24,Paris,Chainsmokers
41505,5/27/2017,25,Unforgettable,French Montana
41506,5/27/2017,26,Bounce Back,Big Sean
41507,5/27/2017,27,Scars To Your Beautiful,Alessia Cara
41508,5/27/2017,28,Free Smoke,Drake
41509,5/27/2017,29,Believer,Imagine Dragons
41510,5/27/2017,30,Issues,Julia Michaels
41511,5/27/2017,31,4 Your Eyez Only,J. Cole
41512,5/27/2017,32,Passionfruit,Drake
41513,5/27/2017,33,Now Or Never,Halsey
41514,5/27/2017,34,Hurricane,Luke Combs
41515,5/27/2017,35,Redbone,Childish Gambino
41516,5/27/2017,36,There's Nothing Holdin' Me Back,Shawn Mendes
41517,5/27/2017,37,Swalla,"Jason Derulo, Nicki Minaj"
41518,5/27/2017,38,Can't Stop The Feeling!,Justin Timberlake
41519,5/27/2017,39,Feel,Kendrick Lamar
41520,5/27/2017,40,Yah,Kendrick Lamar
41521,6/3/2017,1,Despacito,Luis Fonsi
41522,6/3/2017,2,That's What I Like,Bruno Mars
41523,6/3/2017,3,I'm The One,DJ Khaled
41524,6/3/2017,4,Shape Of You,Ed Sheeran
41525,6/3/2017,5,Humble.,Kendrick Lamar
41526,6/3/2017,6,Mask Off,Future
41527,6/3/2017,7,Something Just Like This,Chainsmokers
41528,6/3/2017,8,Malibu,Miley Cyrus
41529,6/3/2017,9,XO Tour Llif3,Lil Uzi Vert
41530,6/3/2017,10,It Ain't Me,Kygo
41531,6/3/2017,11,Sign Of The Times,Harry Styles
41532,6/3/2017,12,Stay,Zedd
41533,6/3/2017,13,iSpy,Kyle
41534,6/3/2017,14,DNA,Kendrick Lamar
41535,6/3/2017,15,Chained To The Rhythm,Katy Perry
41536,6/3/2017,16,Unforgettable,French Montana
41537,6/3/2017,17,Slide,"Calvin Harris, Frank Ocean"
41538,6/3/2017,18,Love,Kendrick Lamar
41539,6/3/2017,19,Love On The Brain,Rihanna
41540,6/3/2017,20,I Feel It Coming,Weeknd
41541,6/3/2017,21,Free Smoke,Drake
41542,6/3/2017,22,In Case You Didn't Know,Brett Young
41543,6/3/2017,23,Bad And Boujee,Migos
41544,6/3/2017,24,24K Magic,Bruno Mars
41545,6/3/2017,25,Portland,Drake
41546,6/3/2017,26,I Don't Wanna Live Forever,Zayn
41547,6/3/2017,27,Issues,Julia Michaels
41548,6/3/2017,28,Hurricane,Luke Combs
41549,6/3/2017,29,Passionfruit,Drake
41550,6/3/2017,30,Paris,Chainsmokers
41551,6/3/2017,31,Feel,Kendrick Lamar
41552,6/3/2017,32,Yah,Kendrick Lamar
41553,6/3/2017,33,Swalla,"Jason Derulo, Nicki Minaj"
41554,6/3/2017,34,Believer,Imagine Dragons
41555,6/3/2017,35,Bounce Back,Big Sean
41556,6/3/2017,36,Now Or Never,Halsey
41557,6/3/2017,37,4 Your Eyez Only,J. Cole
41558,6/3/2017,38,There's Nothing Holdin' Me Back,Shawn Mendes
41559,6/3/2017,39,Can't Stop The Feeling!,Justin Timberlake
41560,6/3/2017,40,Redbone,Childish Gambino
41561,6/10/2017,1,Despacito,Luis Fonsi
41562,6/10/2017,2,That's What I Like,Bruno Mars
41563,6/10/2017,3,I'm The One,DJ Khaled
41564,6/10/2017,4,Humble.,Kendrick Lamar
41565,6/10/2017,5,Shape Of You,Ed Sheeran
41566,6/10/2017,6,Mask Off,Future
41567,6/10/2017,7,Malibu,Miley Cyrus
41568,6/10/2017,8,Stay,Zedd
41569,6/10/2017,9,Something Just Like This,Chainsmokers
41570,6/10/2017,10,It Ain't Me,Kygo
41571,6/10/2017,11,XO Tour Llif3,Lil Uzi Vert
41572,6/10/2017,12,Unforgettable,French Montana
41573,6/10/2017,13,Sign Of The Times,Harry Styles
41574,6/10/2017,14,DNA,Kendrick Lamar
41575,6/10/2017,15,Chained To The Rhythm,Katy Perry
41576,6/10/2017,16,iSpy,Kyle
41577,6/10/2017,17,Slide,"Calvin Harris, Frank Ocean"
41578,6/10/2017,18,In Case You Didn't Know,Brett Young
41579,6/10/2017,19,Love On The Brain,Rihanna
41580,6/10/2017,20,Portland,Drake
41581,6/10/2017,21,Bad Liar,Selena Gomez
41582,6/10/2017,22,I Feel It Coming,Weeknd
41583,6/10/2017,23,Love,Kendrick Lamar
41584,6/10/2017,24,Issues,Julia Michaels
41585,6/10/2017,25,Paris,Chainsmokers
41586,6/10/2017,26,24K Magic,Bruno Mars
41587,6/10/2017,27,Swalla,"Jason Derulo, Nicki Minaj"
41588,6/10/2017,28,I Don't Wanna Live Forever,Zayn
41589,6/10/2017,29,There's Nothing Holdin' Me Back,Shawn Mendes
41590,6/10/2017,30,Attention,Charlie Puth
41591,6/10/2017,31,Hurricane,Luke Combs
41592,6/10/2017,32,Bad And Boujee,Migos
41593,6/10/2017,33,Feel,Kendrick Lamar
41594,6/10/2017,34,Can't Stop The Feeling!,Justin Timberlake
41595,6/10/2017,35,Redbone,Childish Gambino
41596,6/10/2017,36,Strip That Down,Liam Payne
41597,6/10/2017,37,Believer,Imagine Dragons
41598,6/10/2017,38,Bounce Back,Big Sean
41599,6/10/2017,39,Deja Vu,Lauren Duski
41600,6/10/2017,40,Yah,Kendrick Lamar
41601,6/17/2017,1,Despacito,Luis Fonsi
41602,6/17/2017,2,That's What I Like,Bruno Mars
41603,6/17/2017,3,I'm The One,DJ Khaled
41604,6/17/2017,4,Humble.,Kendrick Lamar
41605,6/17/2017,5,Shape Of You,Ed Sheeran
41606,6/17/2017,6,Mask Off,Future
41607,6/17/2017,7,Something Just Like This,Chainsmokers
41608,6/17/2017,8,Stay,Zedd
41609,6/17/2017,9,XO Tour Llif3,Lil Uzi Vert
41610,6/17/2017,10,Sign Of The Times,Harry Styles
41611,6/17/2017,11,Malibu,Miley Cyrus
41612,6/17/2017,12,iSpy,Kyle
41613,6/17/2017,13,It Ain't Me,Kygo
41614,6/17/2017,14,In Case You Didn't Know,Brett Young
41615,6/17/2017,15,Unforgettable,French Montana
41616,6/17/2017,16,Portland,Drake
41617,6/17/2017,17,DNA,Kendrick Lamar
41618,6/17/2017,18,Slide,"Calvin Harris, Frank Ocean"
41619,6/17/2017,19,Love On The Brain,Rihanna
41620,6/17/2017,20,Chained To The Rhythm,Katy Perry
41621,6/17/2017,21,Issues,Julia Michaels
41622,6/17/2017,22,I Feel It Coming,Weeknd
41623,6/17/2017,23,I Don't Wanna Live Forever,Zayn
41624,6/17/2017,24,Swalla,"Jason Derulo, Nicki Minaj"
41625,6/17/2017,25,There's Nothing Holdin' Me Back,Shawn Mendes
41626,6/17/2017,26,Love,Kendrick Lamar
41627,6/17/2017,27,Attention,Charlie Puth
41628,6/17/2017,28,Slow Hands,Niall Horan
41629,6/17/2017,29,Can't Stop The Feeling!,Justin Timberlake
41630,6/17/2017,30,24K Magic,Bruno Mars
41631,6/17/2017,31,Strip That Down,Liam Payne
41632,6/17/2017,32,Paris,Chainsmokers
41633,6/17/2017,33,Believer,Imagine Dragons
41634,6/17/2017,34,Redbone,Childish Gambino
41635,6/17/2017,35,Yah,Kendrick Lamar
41636,6/17/2017,36,Hurricane,Luke Combs
41637,6/17/2017,37,Deja Vu,Lauren Duski
41638,6/17/2017,38,Feel,Kendrick Lamar
41639,6/17/2017,39,Bad And Boujee,Migos
41640,6/17/2017,40,Bounce Back,Big Sean
41641,6/24/2017,1,Despacito,Luis Fonsi
41642,6/24/2017,2,That's What I Like,Bruno Mars
41643,6/24/2017,3,I'm The One,DJ Khaled
41644,6/24/2017,4,Shape Of You,Ed Sheeran
41645,6/24/2017,5,Humble.,Kendrick Lamar
41646,6/24/2017,6,XO Tour Llif3,Lil Uzi Vert
41647,6/24/2017,7,Stay,Zedd
41648,6/24/2017,8,Something Just Like This,Chainsmokers
41649,6/24/2017,9,Mask Off,Future
41650,6/24/2017,10,iSpy,Kyle
41651,6/24/2017,11,Sign Of The Times,Harry Styles
41652,6/24/2017,12,Unforgettable,French Montana
41653,6/24/2017,13,It Ain't Me,Kygo
41654,6/24/2017,14,Portland,Drake
41655,6/24/2017,15,Malibu,Miley Cyrus
41656,6/24/2017,16,In Case You Didn't Know,Brett Young
41657,6/24/2017,17,Bad And Boujee,Migos
41658,6/24/2017,18,DNA,Kendrick Lamar
41659,6/24/2017,19,Swalla,"Jason Derulo, Nicki Minaj"
41660,6/24/2017,20,Attention,Charlie Puth
41661,6/24/2017,21,Slide,"Calvin Harris, Frank Ocean"
41662,6/24/2017,22,Slow Hands,Niall Horan
41663,6/24/2017,23,Issues,Julia Michaels
41664,6/24/2017,24,Chained To The Rhythm,Katy Perry
41665,6/24/2017,25,There's Nothing Holdin' Me Back,Shawn Mendes
41666,6/24/2017,26,I Feel It Coming,Weeknd
41667,6/24/2017,27,Can't Stop The Feeling!,Justin Timberlake
41668,6/24/2017,28,Love,Kendrick Lamar
41669,6/24/2017,29,I Don't Wanna Live Forever,Zayn
41670,6/24/2017,30,Yah,Kendrick Lamar
41671,6/24/2017,31,Feel,Kendrick Lamar
41672,6/24/2017,32,Strip That Down,Liam Payne
41673,6/24/2017,33,Believer,Imagine Dragons
41674,6/24/2017,34,Deja Vu,Lauren Duski
41675,6/24/2017,35,Paris,Chainsmokers
41676,6/24/2017,36,Redbone,Childish Gambino
41677,6/24/2017,37,24K Magic,Bruno Mars
41678,6/24/2017,38,Hurricane,Luke Combs
41679,6/24/2017,39,Down,Fifth Harmony
41680,6/24/2017,40,Bounce Back,Big Sean
41681,7/1/2017,1,Despacito,Luis Fonsi
41682,7/1/2017,2,I'm The One,DJ Khaled
41683,7/1/2017,3,That's What I Like,Bruno Mars
41684,7/1/2017,4,Shape Of You,Ed Sheeran
41685,7/1/2017,5,Humble.,Kendrick Lamar
41686,7/1/2017,6,Stay,Zedd
41687,7/1/2017,7,XO Tour Llif3,Lil Uzi Vert
41688,7/1/2017,8,Something Just Like This,Chainsmokers
41689,7/1/2017,9,Congratulations,Post Malone
41690,7/1/2017,10,2U,David Guetta
41691,7/1/2017,11,Unforgettable,French Montana
41692,7/1/2017,12,In Case You Didn't Know,Brett Young
41693,7/1/2017,13,Mask Off,Future
41694,7/1/2017,14,It Ain't Me,Kygo
41695,7/1/2017,15,Malibu,Miley Cyrus
41696,7/1/2017,16,Sign Of The Times,Harry Styles
41697,7/1/2017,17,Portland,Drake
41698,7/1/2017,18,DNA,Kendrick Lamar
41699,7/1/2017,19,iSpy,Kyle
41700,7/1/2017,20,Bad And Boujee,Migos
41701,7/1/2017,21,Slow Hands,Niall Horan
41702,7/1/2017,22,Swalla,"Jason Derulo, Nicki Minaj"
41703,7/1/2017,23,Chained To The Rhythm,Katy Perry
41704,7/1/2017,24,Love,Kendrick Lamar
41705,7/1/2017,25,Attention,Charlie Puth
41706,7/1/2017,26,Slide,"Calvin Harris, Frank Ocean"
41707,7/1/2017,27,I Feel It Coming,Weeknd
41708,7/1/2017,28,Feel,Kendrick Lamar
41709,7/1/2017,29,Can't Stop The Feeling!,Justin Timberlake
41710,7/1/2017,30,Issues,Julia Michaels
41711,7/1/2017,31,Strip That Down,Liam Payne
41712,7/1/2017,32,Down,Fifth Harmony
41713,7/1/2017,33,There's Nothing Holdin' Me Back,Shawn Mendes
41714,7/1/2017,34,Yah,Kendrick Lamar
41715,7/1/2017,35,Everyday We Lit,YFN Lucci
41716,7/1/2017,36,24K Magic,Bruno Mars
41717,7/1/2017,37,I Don't Wanna Live Forever,Zayn
41718,7/1/2017,38,Deja Vu,Lauren Duski
41719,7/1/2017,39,Redbone,Childish Gambino
41720,7/1/2017,40,Believer,Imagine Dragons
41721,7/8/2017,1,Despacito,Luis Fonsi
41722,7/8/2017,2,I'm The One,DJ Khaled
41723,7/8/2017,3,That's What I Like,Bruno Mars
41724,7/8/2017,4,Wild Thoughts,"DJ Khaled, Rihanna"
41725,7/8/2017,5,Shape Of You,Ed Sheeran
41726,7/8/2017,6,Congratulations,Post Malone
41727,7/8/2017,7,Humble.,Kendrick Lamar
41728,7/8/2017,8,2U,David Guetta
41729,7/8/2017,9,Believer,Imagine Dragons
41730,7/8/2017,10,Mask Off,Future
41731,7/8/2017,11,XO Tour Llif3,Lil Uzi Vert
41732,7/8/2017,12,Sign Of The Times,Harry Styles
41733,7/8/2017,13,Stay,Zedd
41734,7/8/2017,14,Malibu,Miley Cyrus
41735,7/8/2017,15,Unforgettable,French Montana
41736,7/8/2017,16,Bad And Boujee,Migos
41737,7/8/2017,17,Something Just Like This,Chainsmokers
41738,7/8/2017,18,It Ain't Me,Kygo
41739,7/8/2017,19,In Case You Didn't Know,Brett Young
41740,7/8/2017,20,DNA,Kendrick Lamar
41741,7/8/2017,21,Attention,Charlie Puth
41742,7/8/2017,22,iSpy,Kyle
41743,7/8/2017,23,Love,Kendrick Lamar
41744,7/8/2017,24,Swalla,"Jason Derulo, Nicki Minaj"
41745,7/8/2017,25,Chained To The Rhythm,Katy Perry
41746,7/8/2017,26,Feel,Kendrick Lamar
41747,7/8/2017,27,Portland,Drake
41748,7/8/2017,28,Slow Hands,Niall Horan
41749,7/8/2017,29,I Feel It Coming,Weeknd
41750,7/8/2017,30,Strip That Down,Liam Payne
41751,7/8/2017,31,Yah,Kendrick Lamar
41752,7/8/2017,32,Slide,"Calvin Harris, Frank Ocean"
41753,7/8/2017,33,Everyday We Lit,YFN Lucci
41754,7/8/2017,34,Down,Fifth Harmony
41755,7/8/2017,35,Can't Stop The Feeling!,Justin Timberlake
41756,7/8/2017,36,Issues,Julia Michaels
41757,7/8/2017,37,Redbone,Childish Gambino
41758,7/8/2017,38,24K Magic,Bruno Mars
41759,7/8/2017,39,I Don't Wanna Live Forever,Zayn
41760,7/8/2017,40,There's Nothing Holdin' Me Back,Shawn Mendes
41761,7/15/2017,1,Despacito,Luis Fonsi
41762,7/15/2017,2,I'm The One,DJ Khaled
41763,7/15/2017,3,Wild Thoughts,"DJ Khaled, Rihanna"
41764,7/15/2017,4,That's What I Like,Bruno Mars
41765,7/15/2017,5,Shape Of You,Ed Sheeran
41766,7/15/2017,6,Believer,Imagine Dragons
41767,7/15/2017,7,Congratulations,Post Malone
41768,7/15/2017,8,Mask Off,Future
41769,7/15/2017,9,Sign Of The Times,Harry Styles
41770,7/15/2017,10,Humble.,Kendrick Lamar
41771,7/15/2017,11,2U,David Guetta
41772,7/15/2017,12,XO Tour Llif3,Lil Uzi Vert
41773,7/15/2017,13,Bad And Boujee,Migos
41774,7/15/2017,14,Something Just Like This,Chainsmokers
41775,7/15/2017,15,Stay,Zedd
41776,7/15/2017,16,In Case You Didn't Know,Brett Young
41777,7/15/2017,17,Unforgettable,French Montana
41778,7/15/2017,18,It Ain't Me,Kygo
41779,7/15/2017,19,Attention,Charlie Puth
41780,7/15/2017,20,Malibu,Miley Cyrus
41781,7/15/2017,21,Chained To The Rhythm,Katy Perry
41782,7/15/2017,22,Love,Kendrick Lamar
41783,7/15/2017,23,Slow Hands,Niall Horan
41784,7/15/2017,24,iSpy,Kyle
41785,7/15/2017,25,Feel,Kendrick Lamar
41786,7/15/2017,26,Swalla,"Jason Derulo, Nicki Minaj"
41787,7/15/2017,27,Yah,Kendrick Lamar
41788,7/15/2017,28,Everyday We Lit,YFN Lucci
41789,7/15/2017,29,I Feel It Coming,Weeknd
41790,7/15/2017,30,Can't Stop The Feeling!,Justin Timberlake
41791,7/15/2017,31,Signs,Drake
41792,7/15/2017,32,Redbone,Childish Gambino
41793,7/15/2017,33,Portland,Drake
41794,7/15/2017,34,Strip That Down,Liam Payne
41795,7/15/2017,35,Down,Fifth Harmony
41796,7/15/2017,36,Slide,"Calvin Harris, Frank Ocean"
41797,7/15/2017,37,Drowning,A Boogie Wit Da Hoodie
41798,7/15/2017,38,24K Magic,Bruno Mars
41799,7/15/2017,39,There's Nothing Holdin' Me Back,Shawn Mendes
41800,7/15/2017,40,I Don't Wanna Live Forever,Zayn
41801,7/22/2017,1,Despacito,Luis Fonsi
41802,7/22/2017,2,I'm The One,DJ Khaled
41803,7/22/2017,3,That's What I Like,Bruno Mars
41804,7/22/2017,4,Wild Thoughts,"DJ Khaled, Rihanna"
41805,7/22/2017,5,Shape Of You,Ed Sheeran
41806,7/22/2017,6,Believer,Imagine Dragons
41807,7/22/2017,7,Unforgettable,French Montana
41808,7/22/2017,8,Humble.,Kendrick Lamar
41809,7/22/2017,9,Congratulations,Post Malone
41810,7/22/2017,10,Body Like A Back Road,Sam Hunt
41811,7/22/2017,11,2U,David Guetta
41812,7/22/2017,12,In Case You Didn't Know,Brett Young
41813,7/22/2017,13,Mask Off,Future
41814,7/22/2017,14,Malibu,Miley Cyrus
41815,7/22/2017,15,XO Tour Llif3,Lil Uzi Vert
41816,7/22/2017,16,Sign Of The Times,Harry Styles
41817,7/22/2017,17,Chained To The Rhythm,Katy Perry
41818,7/22/2017,18,Feels,"Calvin Harris, Pharell Williams, Katy Perry"
41819,7/22/2017,19,It Ain't Me,Kygo
41820,7/22/2017,20,Bad And Boujee,Migos
41821,7/22/2017,21,Something Just Like This,Chainsmokers
41822,7/22/2017,22,Swalla,"Jason Derulo, Nicki Minaj"
41823,7/22/2017,23,Stay,Zedd
41824,7/22/2017,24,Attention,Charlie Puth
41825,7/22/2017,25,Slide,"Calvin Harris, Frank Ocean"
41826,7/22/2017,26,I Feel It Coming,Weeknd
41827,7/22/2017,27,Slow Hands,Niall Horan
41828,7/22/2017,28,Love,Kendrick Lamar
41829,7/22/2017,29,Feel,Kendrick Lamar
41830,7/22/2017,30,iSpy,Kyle
41831,7/22/2017,31,Down,Fifth Harmony
41832,7/22/2017,32,Signs,Drake
41833,7/22/2017,33,Yah,Kendrick Lamar
41834,7/22/2017,34,Everyday We Lit,YFN Lucci
41835,7/22/2017,35,Craving You,Thomas Rhett
41836,7/22/2017,36,There's Nothing Holdin' Me Back,Shawn Mendes
41837,7/22/2017,37,Drowning,A Boogie Wit Da Hoodie
41838,7/22/2017,38,Can't Stop The Feeling!,Justin Timberlake
41839,7/22/2017,39,Versace On The Floor,Bruno Mars
41840,7/22/2017,40,Strip That Down,Liam Payne
41841,7/29/2017,1,Despacito,Luis Fonsi
41842,7/29/2017,2,Wild Thoughts,"DJ Khaled, Rihanna"
41843,7/29/2017,3,I'm The One,DJ Khaled
41844,7/29/2017,4,That's What I Like,Bruno Mars
41845,7/29/2017,5,Shape Of You,Ed Sheeran
41846,7/29/2017,6,Believer,Imagine Dragons
41847,7/29/2017,7,There's Nothing Holdin' Me Back,Shawn Mendes
41848,7/29/2017,8,Humble.,Kendrick Lamar
41849,7/29/2017,9,Body Like A Back Road,Sam Hunt
41850,7/29/2017,10,Unforgettable,French Montana
41851,7/29/2017,11,Congratulations,Post Malone
41852,7/29/2017,12,2U,David Guetta
41853,7/29/2017,13,Malibu,Miley Cyrus
41854,7/29/2017,14,XO Tour Llif3,Lil Uzi Vert
41855,7/29/2017,15,In Case You Didn't Know,Brett Young
41856,7/29/2017,16,Sign Of The Times,Harry Styles
41857,7/29/2017,17,The Story Of O.J.,Jay-Z
41858,7/29/2017,18,Feels,"Calvin Harris, Pharell Williams, Katy Perry"
41859,7/29/2017,19,Mask Off,Future
41860,7/29/2017,20,Chained To The Rhythm,Katy Perry
41861,7/29/2017,21,Praying,Ke$ha
41862,7/29/2017,22,Something Just Like This,Chainsmokers
41863,7/29/2017,23,Stay,Zedd
41864,7/29/2017,24,Attention,Charlie Puth
41865,7/29/2017,25,Craving You,Thomas Rhett
41866,7/29/2017,26,It Ain't Me,Kygo
41867,7/29/2017,27,Bank Account,21 Savage
41868,7/29/2017,28,Slide,"Calvin Harris, Frank Ocean"
41869,7/29/2017,29,Bad And Boujee,Migos
41870,7/29/2017,30,I Feel It Coming,Weeknd
41871,7/29/2017,31,4:44,Jay-Z
41872,7/29/2017,32,Swalla,"Jason Derulo, Nicki Minaj"
41873,7/29/2017,33,Everyday We Lit,YFN Lucci
41874,7/29/2017,34,iSpy,Kyle
41875,7/29/2017,35,Feel,Kendrick Lamar
41876,7/29/2017,36,Slow Hands,Niall Horan
41877,7/29/2017,37,Signs,Drake
