chart_order,week,position,artist,song,combo
29875,10/23/21,31,Old Dominion,I Was On A Boat That Day,Old Dominion: I Was On A Boat That Day
29876,10/23/21,32,Weeknd,Save Your Tears,Weeknd: Save Your Tears
29877,10/23/21,33,Jordan Davis,Buy Dirt,Jordan Davis: Buy Dirt
29878,10/23/21,34,Capella Grey,Gyalis,Capella Grey: Gyalis
29879,10/23/21,38,Joyner Lucas,Your Heart,Joyner Lucas: Your Heart
29880,10/23/21,39,Chris Stapleton,You Should Probably Leave,Chris Stapleton: You Should Probably Leave
29881,10/23/21,40,Marshmello,Leave Before You Love Me,Marshmello: Leave Before You Love Me
29882,10/30/21,1,Adele,Easy On Me,Adele: Easy On Me
29883,10/30/21,2,Kid Laroi,Stay,Kid Laroi: Stay
29884,10/30/21,3,Lil Nas X,Industry Baby,Lil Nas X: Industry Baby
29885,10/30/21,4,Walker Hayes,Fancy Like,Walker Hayes: Fancy Like
29886,10/30/21,5,Ed Sheeran,Bad Habits,Ed Sheeran: Bad Habits
29887,10/30/21,7,Olivia Rodrigo,Good 4 U,Olivia Rodrigo: Good 4 U
29888,10/30/21,8,Dua Lipa,Levitating,Dua Lipa: Levitating
29889,10/30/21,9,Ed Sheeran,Shivers,Ed Sheeran: Shivers
29890,10/30/21,10,Doja Cat,Kiss Me More,Doja Cat: Kiss Me More
29891,10/30/21,11,Glass Animals,HeatWaves,Glass Animals: HeatWaves
29892,10/30/21,12,Lil Nas X,Montero (Call Me By Your Name),Lil Nas X: Montero (Call Me By Your Name)
29893,10/30/21,13,Lil Nas X,Thats What I Want,Lil Nas X: Thats What I Want
29894,10/30/21,15,Doja Cat,Ain't Shit,Doja Cat: Ain't Shit
29895,10/30/21,16,Coldplay,My Universe,Coldplay: My Universe
29896,10/30/21,18,Jameson Rodgers,Cold Beer Calling My Name,Jameson Rodgers: Cold Beer Calling My Name
29897,10/30/21,21,Lee Brice,Memory I Don't Mess With,Lee Brice: Memory I Don't Mess With
29898,10/30/21,22,Jason Aldean,If I Didn't Love You,Jason Aldean: If I Didn't Love You
29899,10/30/21,25,Elvie Shane,My Boy,Elvie Shane: My Boy
29900,10/30/21,26,Justin Bieber,Ghost,Justin Bieber: Ghost
29901,10/30/21,29,BTS,Butter,BTS: Butter
29902,10/30/21,31,Chris Stapleton,You Should Probably Leave,Chris Stapleton: You Should Probably Leave
29903,10/30/21,32,Jordan Davis,Buy Dirt,Jordan Davis: Buy Dirt
29904,10/30/21,33,Weeknd,Save Your Tears,Weeknd: Save Your Tears
29905,10/30/21,35,Aaron Lewis,Am I The Only One,Aaron Lewis: Am I The Only One
29906,10/30/21,36,Baby Keem,Family Ties,Baby Keem: Family Ties
29907,10/30/21,37,Old Dominion,I Was On A Boat That Day,Old Dominion: I Was On A Boat That Day
29908,11/6/21,1,Adele,Easy On Me,Adele: Easy On Me
29909,11/6/21,2,Kid Laroi,Stay,Kid Laroi: Stay
29910,11/6/21,3,Lil Nas X,Industry Baby,Lil Nas X: Industry Baby
29911,11/6/21,4,Walker Hayes,Fancy Like,Walker Hayes: Fancy Like
29912,11/6/21,5,Ed Sheeran,Bad Habits,Ed Sheeran: Bad Habits
29913,11/6/21,7,Ed Sheeran,Shivers,Ed Sheeran: Shivers
29914,11/6/21,8,Olivia Rodrigo,Good 4 U,Olivia Rodrigo: Good 4 U
29915,11/6/21,9,Dua Lipa,Levitating,Dua Lipa: Levitating
29916,11/6/21,11,Glass Animals,HeatWaves,Glass Animals: HeatWaves
29917,11/6/21,12,Doja Cat,Ain't Shit,Doja Cat: Ain't Shit
29918,11/6/21,13,Doja Cat,Kiss Me More,Doja Cat: Kiss Me More
29919,11/6/21,14,Lil Nas X,Montero (Call Me By Your Name),Lil Nas X: Montero (Call Me By Your Name)
29920,11/6/21,15,Jameson Rodgers,Cold Beer Calling My Name,Jameson Rodgers: Cold Beer Calling My Name
29921,11/6/21,16,Coldplay,My Universe,Coldplay: My Universe
29922,11/6/21,18,Swedish House Mafia,Moth To A Flame,Swedish House Mafia: Moth To A Flame
29923,11/6/21,21,Lee Brice,Memory I Don't Mess With,Lee Brice: Memory I Don't Mess With
29924,11/6/21,23,Lil Nas X,Thats What I Want,Lil Nas X: Thats What I Want
29925,11/6/21,25,BTS,Butter,BTS: Butter
29926,11/6/21,26,Jason Aldean,If I Didn't Love You,Jason Aldean: If I Didn't Love You
29927,11/6/21,28,Baby Keem,Family Ties,Baby Keem: Family Ties
29928,11/6/21,29,Chris Stapleton,You Should Probably Leave,Chris Stapleton: You Should Probably Leave
29929,11/6/21,30,Elvie Shane,My Boy,Elvie Shane: My Boy
29930,11/6/21,32,Weeknd,Save Your Tears,Weeknd: Save Your Tears
29931,11/6/21,34,Justin Bieber,Ghost,Justin Bieber: Ghost
29932,11/6/21,39,Old Dominion,I Was On A Boat That Day,Old Dominion: I Was On A Boat That Day
29933,11/6/21,40,Aaron Lewis,Am I The Only One,Aaron Lewis: Am I The Only One
29934,11/13/21,1,Adele,Easy On Me,Adele: Easy On Me
29935,11/13/21,2,Kid Laroi,Stay,Kid Laroi: Stay
29936,11/13/21,3,Lil Nas X,Industry Baby,Lil Nas X: Industry Baby
29937,11/13/21,4,Ed Sheeran,Bad Habits,Ed Sheeran: Bad Habits
29938,11/13/21,5,Walker Hayes,Fancy Like,Walker Hayes: Fancy Like
29939,11/13/21,6,Ed Sheeran,Shivers,Ed Sheeran: Shivers
29940,11/13/21,8,Dua Lipa,Levitating,Dua Lipa: Levitating
29941,11/13/21,9,Olivia Rodrigo,Good 4 U,Olivia Rodrigo: Good 4 U
29942,11/13/21,10,Glass Animals,HeatWaves,Glass Animals: HeatWaves
29943,11/13/21,11,Doja Cat,Ain't Shit,Doja Cat: Ain't Shit
29944,11/13/21,13,Doja Cat,Kiss Me More,Doja Cat: Kiss Me More
29945,11/13/21,14,Jameson Rodgers,Cold Beer Calling My Name,Jameson Rodgers: Cold Beer Calling My Name
29946,11/13/21,15,Swedish House Mafia,Moth To A Flame,Swedish House Mafia: Moth To A Flame
29947,11/13/21,17,Lee Brice,Memory I Don't Mess With,Lee Brice: Memory I Don't Mess With
29948,11/13/21,18,Michael Jackson,Thriller,Michael Jackson: Thriller
29949,11/13/21,19,Coldplay,My Universe,Coldplay: My Universe
29950,11/13/21,20,Lil Nas X,Montero (Call Me By Your Name),Lil Nas X: Montero (Call Me By Your Name)
29951,11/13/21,21,Lil Nas X,Thats What I Want,Lil Nas X: Thats What I Want
29952,11/13/21,22,BTS,Butter,BTS: Butter
29953,11/13/21,27,Chris Stapleton,You Should Probably Leave,Chris Stapleton: You Should Probably Leave
29954,11/13/21,32,Jason Aldean,If I Didn't Love You,Jason Aldean: If I Didn't Love You
29955,11/13/21,33,Justin Bieber,Ghost,Justin Bieber: Ghost
29956,11/13/21,34,Baby Keem,Family Ties,Baby Keem: Family Ties
29957,11/13/21,36,Ray Parker Jr,Ghostbusters,Ray Parker Jr: Ghostbusters
29958,11/13/21,39,Weeknd,Save Your Tears,Weeknd: Save Your Tears
29959,11/13/21,40,Elvie Shane,My Boy,Elvie Shane: My Boy
29960,11/20/21,1,Adele,Easy On Me,Adele: Easy On Me
29961,11/20/21,2,Kid Laroi,Stay,Kid Laroi: Stay
29962,11/20/21,3,Lil Nas X,Industry Baby,Lil Nas X: Industry Baby
29963,11/20/21,4,Ed Sheeran,Bad Habits,Ed Sheeran: Bad Habits
29964,11/20/21,5,Ed Sheeran,Shivers,Ed Sheeran: Shivers
29965,11/20/21,6,Post Malone,One Right Now,Post Malone: One Right Now
29966,11/20/21,8,Walker Hayes,Fancy Like,Walker Hayes: Fancy Like
29967,11/20/21,10,Summer Walker,No Love,Summer Walker: No Love
29968,11/20/21,13,Swedish House Mafia,Moth To A Flame,Swedish House Mafia: Moth To A Flame
29969,11/20/21,15,Jameson Rodgers,Cold Beer Calling My Name,Jameson Rodgers: Cold Beer Calling My Name
29970,11/20/21,17,Dua Lipa,Levitating,Dua Lipa: Levitating
29971,11/20/21,18,Olivia Rodrigo,Good 4 U,Olivia Rodrigo: Good 4 U
29972,11/20/21,19,Chris Stapleton,You Should Probably Leave,Chris Stapleton: You Should Probably Leave
29973,11/20/21,21,Doja Cat,Ain't Shit,Doja Cat: Ain't Shit
29974,11/20/21,22,Lee Brice,Memory I Don't Mess With,Lee Brice: Memory I Don't Mess With
29975,11/20/21,23,Glass Animals,HeatWaves,Glass Animals: HeatWaves
29976,11/20/21,25,Doja Cat,Kiss Me More,Doja Cat: Kiss Me More
29977,11/20/21,26,Baby Keem,Family Ties,Baby Keem: Family Ties
29978,11/20/21,27,Coldplay,My Universe,Coldplay: My Universe
29979,11/20/21,29,Lil Nas X,Thats What I Want,Lil Nas X: Thats What I Want
29980,11/20/21,32,Justin Bieber,Ghost,Justin Bieber: Ghost
29981,11/20/21,38,Elvie Shane,My Boy,Elvie Shane: My Boy
29982,11/27/21,1,Taylor Swift,All Too Well,Taylor Swift: All Too Well
29983,11/27/21,2,Adele,Easy On Me,Adele: Easy On Me
29984,11/27/21,3,Kid Laroi,Stay,Kid Laroi: Stay
29985,11/27/21,4,Lil Nas X,Industry Baby,Lil Nas X: Industry Baby
29986,11/27/21,6,Glass Animals,HeatWaves,Glass Animals: HeatWaves
29987,11/27/21,7,Ed Sheeran,Shivers,Ed Sheeran: Shivers
29988,11/27/21,9,Ed Sheeran,Bad Habits,Ed Sheeran: Bad Habits
29989,11/27/21,12,Post Malone,One Right Now,Post Malone: One Right Now
29990,11/27/21,13,Summer Walker,No Love,Summer Walker: No Love
29991,11/27/21,14,Jameson Rodgers,Cold Beer Calling My Name,Jameson Rodgers: Cold Beer Calling My Name
29992,11/27/21,15,Walker Hayes,Fancy Like,Walker Hayes: Fancy Like
29993,11/27/21,17,Dua Lipa,Levitating,Dua Lipa: Levitating
29994,11/27/21,20,Swedish House Mafia,Moth To A Flame,Swedish House Mafia: Moth To A Flame
29995,11/27/21,22,Doja Cat,Kiss Me More,Doja Cat: Kiss Me More
29996,11/27/21,25,Olivia Rodrigo,Good 4 U,Olivia Rodrigo: Good 4 U
29997,11/27/21,26,Coldplay,My Universe,Coldplay: My Universe
29998,11/27/21,27,Doja Cat,Ain't Shit,Doja Cat: Ain't Shit
29999,11/27/21,28,Chris Stapleton,You Should Probably Leave,Chris Stapleton: You Should Probably Leave
30000,11/27/21,29,Baby Keem,Family Ties,Baby Keem: Family Ties
30001,11/27/21,30,Justin Bieber,Ghost,Justin Bieber: Ghost
30002,11/27/21,31,Mariah Carey,All I Want For Christmas Is You,Mariah Carey: All I Want For Christmas Is You
30003,11/27/21,36,Elvie Shane,My Boy,Elvie Shane: My Boy
30004,11/27/21,40,Farruko,Pepas,Farruko: Pepas
30005,12/4/21,1,Adele,Easy On Me,Adele: Easy On Me
30006,12/4/21,2,Kid Laroi,Stay,Kid Laroi: Stay
30007,12/4/21,3,Lil Nas X,Industry Baby,Lil Nas X: Industry Baby
30008,12/4/21,4,Taylor Swift,All Too Well,Taylor Swift: All Too Well
30009,12/4/21,5,Adele,Oh My God,Adele: Oh My God
30010,12/4/21,6,Glass Animals,HeatWaves,Glass Animals: HeatWaves
30011,12/4/21,8,Ed Sheeran,Shivers,Ed Sheeran: Shivers
30012,12/4/21,9,Post Malone,One Right Now,Post Malone: One Right Now
30013,12/4/21,10,Ed Sheeran,Bad Habits,Ed Sheeran: Bad Habits
30014,12/4/21,11,Brenda Lee,Rockin' Around The Christmas Tree,Brenda Lee: Rockin' Around The Christmas Tree
30015,12/4/21,12,Coldplay,My Universe,Coldplay: My Universe
30016,12/4/21,13,Adele,I Drink Wine,Adele: I Drink Wine
30017,12/4/21,15,Dua Lipa,Levitating,Dua Lipa: Levitating
30018,12/4/21,16,Swedish House Mafia,Moth To A Flame,Swedish House Mafia: Moth To A Flame
30019,12/4/21,17,Bobby Helms,Jingle Bell Rock,Bobby Helms: Jingle Bell Rock
30020,12/4/21,18,Summer Walker,No Love,Summer Walker: No Love
30021,12/4/21,21,Doja Cat,Kiss Me More,Doja Cat: Kiss Me More
30022,12/4/21,23,Burl Ives,A Holly Jolly Christmas,Burl Ives: A Holly Jolly Christmas
30023,12/4/21,26,Jameson Rodgers,Cold Beer Calling My Name,Jameson Rodgers: Cold Beer Calling My Name
30024,12/4/21,27,Andy Williams,It's The Most Wonderful Time Of The Year,Andy Williams: It's The Most Wonderful Time Of The Year
30025,12/4/21,28,Olivia Rodrigo,Good 4 U,Olivia Rodrigo: Good 4 U
30026,12/4/21,31,Walker Hayes,Fancy Like,Walker Hayes: Fancy Like
30027,12/4/21,32,Doja Cat,Ain't Shit,Doja Cat: Ain't Shit
30028,12/4/21,33,Mariah Carey,All I Want For Christmas Is You,Mariah Carey: All I Want For Christmas Is You
30029,12/4/21,37,Chris Stapleton,You Should Probably Leave,Chris Stapleton: You Should Probably Leave
30030,12/4/21,38,Wham!,Last Christmas,Wham!: Last Christmas
30031,12/11/21,1,Adele,Easy On Me,Adele: Easy On Me
30032,12/11/21,2,Kid Laroi,Stay,Kid Laroi: Stay
30033,12/11/21,3,Mariah Carey,All I Want For Christmas Is You,Mariah Carey: All I Want For Christmas Is You
30034,12/11/21,4,Brenda Lee,Rockin' Around The Christmas Tree,Brenda Lee: Rockin' Around The Christmas Tree
30035,12/11/21,5,Bobby Helms,Jingle Bell Rock,Bobby Helms: Jingle Bell Rock
30036,12/11/21,6,Lil Nas X,Industry Baby,Lil Nas X: Industry Baby
30037,12/11/21,7,Burl Ives,A Holly Jolly Christmas,Burl Ives: A Holly Jolly Christmas
30038,12/11/21,8,Glass Animals,HeatWaves,Glass Animals: HeatWaves
30039,12/11/21,9,Ed Sheeran,Shivers,Ed Sheeran: Shivers
30040,12/11/21,10,Dua Lipa,Levitating,Dua Lipa: Levitating
30041,12/11/21,12,Adele,I Drink Wine,Adele: I Drink Wine
30042,12/11/21,13,Darlene Love,Christmas (Baby Please Come Home),Darlene Love: Christmas (Baby Please Come Home)
30043,12/11/21,14,Nat King Cole,The Christmas Song (Merry Christmas To You),Nat King Cole: The Christmas Song (Merry Christmas To You)
30044,12/11/21,16,Taylor Swift,All Too Well,Taylor Swift: All Too Well
30045,12/11/21,17,Ronettes,Sleigh Ride,Ronettes: Sleigh Ride
30046,12/11/21,19,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,Dean Martin: Let It Snow! Let It Snow! Let It Snow!
30047,12/11/21,20,Gayle,Abcdefu,Gayle: Abcdefu
30048,12/11/21,21,Bing Crosby,White Christmas,Bing Crosby: White Christmas
30049,12/11/21,22,Kelly Clarkson,Underneath The Tree,Kelly Clarkson: Underneath The Tree
30050,12/11/21,23,Adele,Oh My God,Adele: Oh My God
30051,12/11/21,24,Swedish House Mafia,Moth To A Flame,Swedish House Mafia: Moth To A Flame
30052,12/11/21,25,Coldplay,My Universe,Coldplay: My Universe
30053,12/11/21,26,Ed Sheeran,Bad Habits,Ed Sheeran: Bad Habits
30054,12/11/21,28,Andy Williams,Happy Holiday / The Holiday Season,Andy Williams: Happy Holiday / The Holiday Season
30055,12/11/21,30,Doja Cat,Kiss Me More,Doja Cat: Kiss Me More
30056,12/11/21,31,Olivia Rodrigo,Good 4 U,Olivia Rodrigo: Good 4 U
30057,12/11/21,36,Jameson Rodgers,Cold Beer Calling My Name,Jameson Rodgers: Cold Beer Calling My Name
30058,12/11/21,38,Wham!,Last Christmas,Wham!: Last Christmas
30059,12/11/21,40,Doja Cat,Ain't Shit,Doja Cat: Ain't Shit
30060,12/18/21,1,Adele,Easy On Me,Adele: Easy On Me
30061,12/18/21,2,Mariah Carey,All I Want For Christmas Is You,Mariah Carey: All I Want For Christmas Is You
30062,12/18/21,3,Brenda Lee,Rockin' Around The Christmas Tree,Brenda Lee: Rockin' Around The Christmas Tree
30063,12/18/21,4,Kid Laroi,Stay,Kid Laroi: Stay
30064,12/18/21,5,Burl Ives,A Holly Jolly Christmas,Burl Ives: A Holly Jolly Christmas
30065,12/18/21,6,SZA,I Hate U,SZA: I Hate U
30066,12/18/21,7,Bobby Helms,Jingle Bell Rock,Bobby Helms: Jingle Bell Rock
30067,12/18/21,8,Glass Animals,HeatWaves,Glass Animals: HeatWaves
30068,12/18/21,9,Lil Nas X,Industry Baby,Lil Nas X: Industry Baby
30069,12/18/21,10,Dua Lipa,Levitating,Dua Lipa: Levitating
30070,12/18/21,11,Adele,I Drink Wine,Adele: I Drink Wine
30071,12/18/21,13,Ed Sheeran,Shivers,Ed Sheeran: Shivers
30072,12/18/21,14,Darlene Love,Christmas (Baby Please Come Home),Darlene Love: Christmas (Baby Please Come Home)
30073,12/18/21,15,Taylor Swift,All Too Well,Taylor Swift: All Too Well
30074,12/18/21,16,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,Dean Martin: Let It Snow! Let It Snow! Let It Snow!
30075,12/18/21,18,Swedish House Mafia,Moth To A Flame,Swedish House Mafia: Moth To A Flame
30076,12/18/21,20,Nat King Cole,The Christmas Song (Merry Christmas To You),Nat King Cole: The Christmas Song (Merry Christmas To You)
30077,12/18/21,21,Kelly Clarkson,Underneath The Tree,Kelly Clarkson: Underneath The Tree
30078,12/18/21,22,Kodak Black,Super Gremlin,Kodak Black: Super Gremlin
30079,12/18/21,23,Coldplay,My Universe,Coldplay: My Universe
30080,12/18/21,24,Andy Williams,Happy Holiday / The Holiday Season,Andy Williams: Happy Holiday / The Holiday Season
30081,12/18/21,25,Olivia Rodrigo,Good 4 U,Olivia Rodrigo: Good 4 U
30082,12/18/21,26,Ronettes,Sleigh Ride,Ronettes: Sleigh Ride
30083,12/18/21,27,Adele,Oh My God,Adele: Oh My God
30084,12/18/21,28,Gayle,Abcdefu,Gayle: Abcdefu
30085,12/18/21,30,Ed Sheeran,Bad Habits,Ed Sheeran: Bad Habits
30086,12/18/21,31,Bing Crosby,White Christmas,Bing Crosby: White Christmas
30087,12/18/21,33,Jameson Rodgers,Cold Beer Calling My Name,Jameson Rodgers: Cold Beer Calling My Name
30088,12/18/21,34,Wham!,Last Christmas,Wham!: Last Christmas
30089,12/18/21,37,Doja Cat,Kiss Me More,Doja Cat: Kiss Me More
30090,12/25/21,1,Mariah Carey,All I Want For Christmas Is You,Mariah Carey: All I Want For Christmas Is You
30091,12/25/21,2,Brenda Lee,Rockin' Around The Christmas Tree,Brenda Lee: Rockin' Around The Christmas Tree
30092,12/25/21,3,Adele,Easy On Me,Adele: Easy On Me
30093,12/25/21,4,Bobby Helms,Jingle Bell Rock,Bobby Helms: Jingle Bell Rock
30094,12/25/21,5,Burl Ives,A Holly Jolly Christmas,Burl Ives: A Holly Jolly Christmas
30095,12/25/21,7,Kid Laroi,Stay,Kid Laroi: Stay
30096,12/25/21,9,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,Dean Martin: Let It Snow! Let It Snow! Let It Snow!
30097,12/25/21,10,Dua Lipa,Levitating,Dua Lipa: Levitating
30098,12/25/21,11,Ed Sheeran,Shivers,Ed Sheeran: Shivers
30099,12/25/21,12,Glass Animals,HeatWaves,Glass Animals: HeatWaves
30100,12/25/21,13,SZA,I Hate U,SZA: I Hate U
30101,12/25/21,14,Kelly Clarkson,Underneath The Tree,Kelly Clarkson: Underneath The Tree
30102,12/25/21,15,Darlene Love,Christmas (Baby Please Come Home),Darlene Love: Christmas (Baby Please Come Home)
30103,12/25/21,16,Coldplay,My Universe,Coldplay: My Universe
30104,12/25/21,17,Adele,I Drink Wine,Adele: I Drink Wine
30105,12/25/21,18,Swedish House Mafia,Moth To A Flame,Swedish House Mafia: Moth To A Flame
30106,12/25/21,19,Lil Nas X,Industry Baby,Lil Nas X: Industry Baby
30107,12/25/21,20,Taylor Swift,All Too Well,Taylor Swift: All Too Well
30108,12/25/21,21,Olivia Rodrigo,Good 4 U,Olivia Rodrigo: Good 4 U
30109,12/25/21,23,Andy Williams,Happy Holiday / The Holiday Season,Andy Williams: Happy Holiday / The Holiday Season
30110,12/25/21,25,Ed Sheeran,Bad Habits,Ed Sheeran: Bad Habits
30111,12/25/21,26,Kodak Black,Super Gremlin,Kodak Black: Super Gremlin
30112,12/25/21,27,Nat King Cole,The Christmas Song (Merry Christmas To You),Nat King Cole: The Christmas Song (Merry Christmas To You)
30113,12/25/21,28,Wham!,Last Christmas,Wham!: Last Christmas
30114,12/25/21,30,Gayle,Abcdefu,Gayle: Abcdefu
30115,12/25/21,31,Adele,Oh My God,Adele: Oh My God
30116,12/25/21,33,Jameson Rodgers,Cold Beer Calling My Name,Jameson Rodgers: Cold Beer Calling My Name
30117,12/25/21,38,Doja Cat,Kiss Me More,Doja Cat: Kiss Me More
30118,12/25/21,39,Bing Crosby,White Christmas,Bing Crosby: White Christmas
30119,1/1/22,1,Mariah Carey,All I Want For Christmas Is You,Mariah Carey: All I Want For Christmas Is You
30120,1/1/22,2,Brenda Lee,Rockin' Around The Christmas Tree,Brenda Lee: Rockin' Around The Christmas Tree
30121,1/1/22,3,Bobby Helms,Jingle Bell Rock,Bobby Helms: Jingle Bell Rock
30122,1/1/22,4,Burl Ives,A Holly Jolly Christmas,Burl Ives: A Holly Jolly Christmas
30123,1/1/22,5,Adele,Easy On Me,Adele: Easy On Me
30124,1/1/22,7,Glass Animals,HeatWaves,Glass Animals: HeatWaves
30125,1/1/22,9,Dua Lipa,Levitating,Dua Lipa: Levitating
30126,1/1/22,10,Lil Durk,Broadway Girls,Lil Durk: Broadway Girls
30127,1/1/22,11,Kid Laroi,Stay,Kid Laroi: Stay
30128,1/1/22,12,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,Dean Martin: Let It Snow! Let It Snow! Let It Snow!
30129,1/1/22,13,Ed Sheeran,Shivers,Ed Sheeran: Shivers
30130,1/1/22,14,Taylor Swift,All Too Well,Taylor Swift: All Too Well
30131,1/1/22,15,Coldplay,My Universe,Coldplay: My Universe
30132,1/1/22,16,Kelly Clarkson,Underneath The Tree,Kelly Clarkson: Underneath The Tree
30133,1/1/22,18,Darlene Love,Christmas (Baby Please Come Home),Darlene Love: Christmas (Baby Please Come Home)
30134,1/1/22,19,SZA,I Hate U,SZA: I Hate U
30135,1/1/22,20,Swedish House Mafia,Moth To A Flame,Swedish House Mafia: Moth To A Flame
30136,1/1/22,21,Andy Williams,Happy Holiday / The Holiday Season,Andy Williams: Happy Holiday / The Holiday Season
30137,1/1/22,22,Ed Sheeran,Bad Habits,Ed Sheeran: Bad Habits
30138,1/1/22,23,Lil Nas X,Industry Baby,Lil Nas X: Industry Baby
30139,1/1/22,24,Adele,I Drink Wine,Adele: I Drink Wine
30140,1/1/22,25,Gayle,Abcdefu,Gayle: Abcdefu
30141,1/1/22,26,Olivia Rodrigo,Good 4 U,Olivia Rodrigo: Good 4 U
30142,1/1/22,27,Kodak Black,Super Gremlin,Kodak Black: Super Gremlin
30143,1/1/22,28,Wham!,Last Christmas,Wham!: Last Christmas
30144,1/1/22,34,Jameson Rodgers,Cold Beer Calling My Name,Jameson Rodgers: Cold Beer Calling My Name
30145,1/1/22,37,Doja Cat,Kiss Me More,Doja Cat: Kiss Me More
30146,1/1/22,38,Bing Crosby,White Christmas,Bing Crosby: White Christmas
30147,1/1/22,39,Adele,Oh My God,Adele: Oh My God
30148,1/8/22,1,Mariah Carey,All I Want For Christmas Is You,Mariah Carey: All I Want For Christmas Is You
30149,1/8/22,2,Adele,Easy On Me,Adele: Easy On Me
30150,1/8/22,3,Brenda Lee,Rockin' Around The Christmas Tree,Brenda Lee: Rockin' Around The Christmas Tree
30151,1/8/22,4,Bobby Helms,Jingle Bell Rock,Bobby Helms: Jingle Bell Rock
30152,1/8/22,5,Burl Ives,A Holly Jolly Christmas,Burl Ives: A Holly Jolly Christmas
30153,1/8/22,6,Kid Laroi,Stay,Kid Laroi: Stay
30154,1/8/22,7,Glass Animals,HeatWaves,Glass Animals: HeatWaves
30155,1/8/22,9,Ed Sheeran,Shivers,Ed Sheeran: Shivers
30156,1/8/22,10,Swedish House Mafia,Moth To A Flame,Swedish House Mafia: Moth To A Flame
30157,1/8/22,11,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,Dean Martin: Let It Snow! Let It Snow! Let It Snow!
30158,1/8/22,12,Lil Durk,Broadway Girls,Lil Durk: Broadway Girls
30159,1/8/22,14,Dua Lipa,Levitating,Dua Lipa: Levitating
30160,1/8/22,15,Gayle,Abcdefu,Gayle: Abcdefu
30161,1/8/22,16,Coldplay,My Universe,Coldplay: My Universe
30162,1/8/22,18,Taylor Swift,All Too Well,Taylor Swift: All Too Well
30163,1/8/22,19,SZA,I Hate U,SZA: I Hate U
30164,1/8/22,20,Kodak Black,Super Gremlin,Kodak Black: Super Gremlin
30165,1/8/22,21,Ed Sheeran,Bad Habits,Ed Sheeran: Bad Habits
30166,1/8/22,22,Lil Nas X,Industry Baby,Lil Nas X: Industry Baby
30167,1/8/22,23,Adele,I Drink Wine,Adele: I Drink Wine
30168,1/8/22,24,Darlene Love,Christmas (Baby Please Come Home),Darlene Love: Christmas (Baby Please Come Home)
30169,1/8/22,25,Andy Williams,Happy Holiday / The Holiday Season,Andy Williams: Happy Holiday / The Holiday Season
30170,1/8/22,26,Kelly Clarkson,Underneath The Tree,Kelly Clarkson: Underneath The Tree
30171,1/8/22,27,Jameson Rodgers,Cold Beer Calling My Name,Jameson Rodgers: Cold Beer Calling My Name
30172,1/8/22,28,Walker Hayes,Fancy Like,Walker Hayes: Fancy Like
